delivery_id,postcode,delivery_score,compliance_status,delivery_date,delivery_status,parcel_type
D00041,RU4 1ZJ,0.29,False,2023-05-29 06:47:59,Failed,Letter
D00042,SH9 4RA,0.55,True,2024-12-17 21:17:06,Pending,Small Box
D00043,DK9 4EA,0.32,False,2025-01-04 05:32:20,Delivered,Medium Box
D00044,LZ6 7QR,0.89,True,2025-01-20 06:18:33,Delivered,Letter
D00045,ZN5 7GT,0.93,True,2025-03-14 07:36:09,Delivered,Medium Box
D00046,RV2 2IP,0.71,True,2023-06-20 00:39:59,Pending,Letter
D00047,ZN8 7ZG,0.45,False,2023-05-31 21:50:06,Failed,Small Box
D00048,LD6 3TL,0.41,False,2024-09-26 04:58:22,Delivered,Medium Box
D00049,RV5 0HX,0.93,True,2024-04-10 19:21:19,Failed,Large Box
D00050,XO5 1AW,0.05,False,2025-03-18 12:02:27,Delivered,Letter
D00051,IN8 1NX,0.8,True,2024-12-27 04:58:27,Failed,Large Box
D00052,IL8 7OU,0.09,False,2024-10-31 12:16:21,Failed,Letter
D00053,YS7 1CO,0.87,True,2023-09-16 07:50:15,Pending,Letter
D00054,CD9 7UT,0.41,False,2024-03-22 02:31:16,Failed,Large Box
D00055,DU7 4RL,0.09,False,2023-04-06 23:46:53,Failed,Letter
D00056,AJ1 9JC,0.55,True,2024-11-10 02:38:36,Failed,Medium Box
D00057,SL7 4YV,0.94,True,2024-07-24 17:02:40,Pending,Large Box
D00058,KN5 6ZE,0.64,True,2023-04-09 07:47:19,Delivered,Small Box
D00059,FB6 6XE,0.18,False,2023-05-01 06:02:12,Pending,Medium Box
D00060,HN8 3WD,0.64,True,2024-11-21 15:42:02,Delivered,Medium Box
D00061,BV2 8BC,0.31,False,2023-07-21 21:33:49,Failed,Small Box
D00062,TI1 7CP,0.99,True,2023-08-14 08:39:35,Delivered,Large Box
D00063,WH1 5BT,0.22,False,2024-07-25 18:05:20,Delivered,Letter
D00064,KY7 8CF,0.94,True,2024-01-20 13:53:38,Pending,Small Box
D00065,KG2 4NU,0.26,False,2023-06-22 01:13:47,Failed,Medium Box
D00066,XR3 1UF,0.37,False,2023-03-29 07:27:48,Pending,Letter
D00067,SC9 6RB,0.19,False,2023-03-21 05:38:30,Pending,Large Box
D00068,CY1 5IY,0.52,True,2024-10-06 08:52:38,Delivered,Small Box
D00069,GI3 8ZB,0.56,True,2024-02-25 21:39:22,Pending,Small Box
D00070,OG2 8DL,0.1,False,2024-04-27 22:04:33,Pending,Letter
D00071,BF6 5OV,0.75,True,2023-12-05 01:26:35,Failed,Medium Box
D00072,SY1 5ZQ,0.85,True,2024-05-26 08:47:54,Pending,Letter
D00073,GV1 6ZT,0.95,True,2023-02-09 17:13:14,Failed,Letter
D00074,DL3 4KI,1.0,True,2024-02-10 19:40:32,Failed,Medium Box
D00075,RT4 8RH,0.88,True,2025-03-18 01:17:27,Failed,Large Box
D00076,RU9 9YR,0.28,False,2024-03-13 10:42:37,Pending,Medium Box
D00077,FP4 9LP,0.26,False,2024-12-26 13:36:22,Delivered,Medium Box
D00078,KR3 0JI,0.01,False,2024-01-17 07:20:53,Delivered,Letter
D00079,TD5 4YU,0.88,True,2023-03-18 17:08:01,Delivered,Large Box
D00080,WI1 1TH,0.07,False,2024-12-13 05:19:33,Delivered,Letter
D00081,WM7 0VZ,0.16,False,2024-07-27 22:48:47,Pending,Small Box
D00082,WW9 2JT,0.79,True,2025-05-20 10:28:56,Failed,Letter
D00083,TQ5 5TB,0.43,False,2024-01-03 10:06:23,Failed,Letter
D00084,CY5 3UH,0.54,True,2024-11-23 05:11:09,Delivered,Large Box
D00085,LC5 7RR,0.57,True,2023-01-29 17:14:10,Failed,Medium Box
D00086,AZ7 3FT,0.09,False,2023-03-07 16:03:30,Failed,Letter
D00087,FA1 3ZJ,0.74,True,2024-08-13 15:09:02,Failed,Letter
D00088,BV5 0UY,0.09,False,2023-08-07 00:56:38,Pending,Medium Box
D00089,BC7 3LJ,0.91,True,2023-06-12 08:23:07,Pending,Large Box
D00090,NI1 1XT,0.11,False,2023-03-02 19:04:32,Delivered,Large Box
D00091,LT7 9CO,0.5,True,2023-04-01 20:00:33,Delivered,Letter
D00092,FB1 0XR,0.8,True,2023-08-26 23:28:51,Pending,Medium Box
D00093,XK4 0NU,0.57,True,2024-01-30 23:57:56,Pending,Large Box
D00094,LU4 7CG,0.55,True,2023-09-01 14:59:24,Pending,Large Box
D00095,SK3 7HH,0.23,False,2024-08-26 23:37:37,Failed,Letter
D00096,RX5 1FB,0.85,True,2024-07-27 07:50:45,Delivered,Large Box
D00097,LJ5 3RP,0.1,False,2023-09-28 14:54:15,Delivered,Large Box
D00098,VH2 7FJ,0.76,True,2024-10-16 09:04:36,Failed,Small Box
D00099,SS3 7ZW,0.01,False,2025-05-08 08:39:07,Failed,Small Box
D00100,BL5 6FE,0.0,False,2023-03-06 12:44:35,Delivered,Small Box
D00101,JC2 2KF,0.19,False,2024-01-12 09:52:38,Pending,Small Box
D00102,HR2 1TS,0.96,True,2023-06-26 15:52:42,Delivered,Medium Box
D00103,XY5 7UN,0.49,False,2024-08-09 14:50:32,Delivered,Letter
D00104,AG7 2SF,0.35,False,2023-01-17 05:21:24,Delivered,Small Box
D00105,OX2 4XS,0.61,True,2023-01-31 00:22:21,Failed,Small Box
D00106,MI2 0HD,0.39,False,2024-10-06 23:25:03,Failed,Letter
D00107,CZ4 8KM,0.82,True,2023-12-15 21:37:45,Delivered,Small Box
D00108,LC1 1VU,0.1,False,2024-01-15 16:27:36,Delivered,Large Box
D00109,OV5 8PX,0.63,True,2024-06-12 16:57:36,Pending,Large Box
D00110,YF9 4IT,0.67,True,2023-03-15 07:05:49,Failed,Small Box
D00111,CH3 3NB,0.58,True,2025-04-17 22:09:44,Delivered,Small Box
D00112,KF4 5DU,0.38,False,2025-03-01 11:49:02,Delivered,Large Box
D00113,PR2 9ZG,0.41,False,2024-11-10 21:09:06,Pending,Small Box
D00114,YH5 2AS,0.76,True,2023-07-31 18:59:42,Pending,Medium Box
D00115,NV6 7RP,0.85,True,2025-01-12 10:26:00,Failed,Small Box
D00116,IY4 6EK,0.4,False,2023-09-01 21:39:01,Pending,Small Box
D00117,NL8 2JC,0.72,True,2024-12-10 03:34:53,Pending,Small Box
D00118,FG9 4JY,0.22,False,2023-04-17 18:17:50,Pending,Medium Box
D00119,WT6 2NY,0.63,True,2024-07-24 14:10:19,Pending,Large Box
D00120,TW7 5TY,0.56,True,2023-12-21 04:21:23,Failed,Letter
D00121,GK7 5MN,0.63,True,2024-12-15 10:09:04,Pending,Medium Box
D00122,CY5 9UV,0.29,False,2024-01-10 09:35:20,Delivered,Large Box
D00123,HJ5 7CY,0.04,False,2023-10-29 07:43:16,Delivered,Letter
D00124,UR1 2JI,0.95,True,2024-02-17 00:14:25,Failed,Large Box
D00125,XX5 9ON,0.53,True,2024-06-08 16:02:34,Failed,Large Box
D00126,IG4 8WE,0.01,False,2023-03-19 05:54:06,Delivered,Letter
D00127,CJ8 9XF,0.85,True,2023-05-09 23:47:01,Failed,Small Box
D00128,VP2 6CS,0.01,False,2024-06-18 20:39:49,Failed,Large Box
D00129,YL4 8XH,0.42,False,2025-05-28 21:20:36,Delivered,Small Box
D00130,PG5 9IH,0.83,True,2023-01-19 08:34:29,Delivered,Medium Box
D00131,NQ5 0UA,0.4,False,2023-11-17 02:36:10,Delivered,Large Box
D00132,AV7 2XN,0.16,False,2024-04-04 18:36:44,Delivered,Large Box
D00133,QP6 1KI,0.9,True,2024-03-24 10:16:28,Pending,Letter
D00134,XQ5 9DF,0.43,False,2023-04-30 21:34:09,Failed,Large Box
D00135,NM7 9RO,0.32,False,2024-08-02 05:44:54,Delivered,Large Box
D00136,JW5 1EI,0.26,False,2023-04-04 20:34:30,Delivered,Large Box
D00137,IH1 0HT,0.6,True,2024-03-10 06:20:08,Pending,Letter
D00138,AP7 7FE,0.12,False,2024-05-30 02:09:03,Pending,Small Box
D00139,FJ7 9HV,0.42,False,2023-12-15 00:30:04,Pending,Small Box
D00140,CI3 5NH,0.68,True,2024-08-24 13:34:08,Delivered,Medium Box
D00141,BU6 2XV,0.84,True,2024-10-13 00:18:24,Delivered,Medium Box
D00142,ZW6 6JZ,0.85,True,2023-05-30 20:38:00,Failed,Small Box
D00143,HO3 8VW,0.53,True,2023-01-01 06:02:30,Failed,Letter
D00144,OV4 7WJ,0.47,False,2023-02-07 23:41:41,Delivered,Small Box
D00145,BY3 2QS,0.76,True,2023-08-15 10:13:34,Pending,Medium Box
D00146,IV9 4CG,0.6,True,2023-12-07 07:49:26,Pending,Letter
D00147,OD8 9VT,0.06,False,2023-10-16 16:24:36,Failed,Letter
D00148,RK2 9CT,0.7,True,2023-04-08 23:53:40,Delivered,Large Box
D00149,CL3 6IF,0.67,True,2024-07-10 23:20:44,Delivered,Small Box
D00150,XS4 3PI,0.88,True,2025-03-02 20:26:50,Failed,Large Box
D00151,DV5 0FC,0.73,True,2023-05-01 19:52:27,Pending,Medium Box
D00152,OY6 4LG,0.02,False,2025-05-08 05:11:34,Delivered,Medium Box
D00153,NB8 0PO,0.79,True,2025-03-03 08:12:37,Pending,Letter
D00154,FC2 8WE,0.21,False,2023-01-13 11:09:45,Failed,Medium Box
D00155,TB4 0CR,0.78,True,2023-03-12 01:59:07,Failed,Large Box
D00156,FK7 2ZK,0.11,False,2024-06-29 02:54:29,Pending,Large Box
D00157,UB4 7DQ,0.16,False,2023-07-06 10:41:20,Failed,Medium Box
D00158,AQ5 8TT,0.51,True,2025-01-27 14:38:01,Delivered,Large Box
D00159,SB7 7TQ,0.0,False,2025-05-16 02:31:07,Delivered,Small Box
D00160,AY6 4CP,0.61,True,2025-01-10 09:24:39,Failed,Large Box
D00161,WF1 9YP,0.84,True,2023-11-01 17:35:08,Delivered,Large Box
D00162,BB6 5HW,0.69,True,2025-03-23 11:42:22,Delivered,Letter
D00163,UI1 7GP,0.3,False,2023-06-25 00:58:23,Failed,Medium Box
D00164,TW3 3CM,0.91,True,2025-04-20 00:40:08,Pending,Letter
D00165,II3 4HB,1.0,True,2024-12-15 00:45:31,Pending,Small Box
D00166,SU9 5QW,0.04,False,2023-08-12 09:22:17,Failed,Medium Box
D00167,BJ7 1NW,0.7,True,2024-03-12 20:19:43,Delivered,Large Box
D00168,MC5 8OR,0.49,False,2025-05-07 11:11:11,Pending,Medium Box
D00169,FX5 7BO,0.12,False,2024-01-17 17:26:58,Failed,Large Box
D00170,DV4 7TW,0.34,False,2023-01-03 12:03:22,Failed,Small Box
D00171,HS6 2WB,0.1,False,2023-04-02 16:13:59,Pending,Small Box
D00172,SV3 3NH,0.93,True,2024-05-05 09:24:00,Failed,Small Box
D00173,EW3 3DU,0.34,False,2023-10-31 12:40:06,Pending,Medium Box
D00174,NP8 0YC,0.37,False,2024-10-09 20:51:41,Failed,Letter
D00175,UC1 1QS,0.38,False,2023-06-24 14:59:06,Delivered,Letter
D00176,WZ9 3EW,0.73,True,2023-11-15 16:04:31,Pending,Small Box
D00177,WL5 2FW,0.98,True,2024-08-28 23:36:32,Pending,Letter
D00178,DI5 9IN,0.56,True,2023-12-29 04:28:38,Failed,Small Box
D00179,LS6 3BV,0.48,False,2023-07-04 20:33:14,Pending,Letter
D00180,CB4 4TE,0.52,True,2025-03-11 07:51:37,Delivered,Letter
D00181,ET1 2US,0.93,True,2025-02-28 02:25:59,Failed,Letter
D00182,AF8 6AI,0.06,False,2023-10-03 16:50:57,Delivered,Letter
D00183,UC4 5BX,0.12,False,2024-12-31 15:46:29,Failed,Letter
D00184,GH3 3RS,0.82,True,2023-04-11 19:05:05,Delivered,Small Box
D00185,HU1 5WM,0.81,True,2023-06-12 17:02:54,Pending,Large Box
D00186,DI9 6JK,0.25,False,2023-04-08 10:51:40,Delivered,Small Box
D00187,UB8 7TH,0.12,False,2023-04-26 19:42:33,Failed,Small Box
D00188,AA1 2HQ,0.17,False,2025-01-06 13:48:47,Pending,Large Box
D00189,KA4 2WF,0.01,False,2023-01-20 13:20:05,Pending,Letter
D00190,ZH5 5HO,0.18,False,2024-02-03 04:46:07,Pending,Large Box
D00191,RW3 4QJ,0.85,True,2023-07-24 08:08:05,Failed,Medium Box
D00192,HC8 9OQ,0.91,True,2024-12-08 18:40:41,Delivered,Letter
D00193,JM7 2GT,0.66,True,2024-01-22 02:27:44,Failed,Letter
D00194,OC5 9NE,0.68,True,2024-01-10 23:28:00,Delivered,Large Box
D00195,ZC9 2JM,0.01,False,2025-05-05 15:35:48,Delivered,Small Box
D00196,FL7 0XC,0.09,False,2023-01-15 22:22:05,Pending,Letter
D00197,BI3 5QL,0.26,False,2025-05-26 16:34:28,Delivered,Medium Box
D00198,CO1 2CA,0.08,False,2024-10-12 09:18:49,Delivered,Letter
D00199,YS4 0CV,0.13,False,2024-01-08 09:49:02,Failed,Large Box
D00200,MO2 8FF,0.8,True,2023-11-07 03:56:12,Failed,Small Box
D00201,PM4 5EE,0.01,False,2025-05-10 03:06:19,Delivered,Medium Box
D00202,CU4 4GQ,0.72,True,2025-01-15 12:07:42,Delivered,Letter
D00203,IW7 5OB,0.34,False,2025-03-25 02:43:20,Failed,Large Box
D00204,MK1 8MH,0.59,True,2023-05-22 15:49:52,Delivered,Small Box
D00205,TK5 9TF,0.01,False,2024-09-08 15:20:05,Pending,Large Box
D00206,AM6 1CU,0.27,False,2023-11-24 11:09:27,Pending,Large Box
D00207,SE7 0EY,0.72,True,2025-04-28 11:57:47,Delivered,Medium Box
D00208,FK7 4KU,0.22,False,2024-10-11 02:51:56,Failed,Large Box
D00209,LG2 9ST,0.89,True,2024-10-28 13:59:39,Failed,Small Box
D00210,OR9 7VG,0.71,True,2024-04-05 14:18:51,Pending,Medium Box
D00211,MB8 2YY,0.27,False,2024-06-26 11:37:23,Delivered,Large Box
D00212,IT9 1EW,0.1,False,2023-02-26 17:14:11,Failed,Letter
D00213,PA9 1SW,0.57,True,2023-08-24 04:01:40,Failed,Small Box
D00214,VL5 7XZ,0.4,False,2024-04-14 17:47:53,Failed,Medium Box
D00215,FN3 7OK,0.17,False,2023-10-09 10:57:00,Failed,Small Box
D00216,PP4 8DR,0.24,False,2023-07-08 00:05:41,Failed,Medium Box
D00217,GV1 0BW,0.85,True,2024-08-21 02:20:03,Pending,Medium Box
D00218,GZ4 5AQ,0.95,True,2023-06-04 02:50:24,Pending,Letter
D00219,MN3 3MR,0.35,False,2025-01-19 08:19:20,Delivered,Large Box
D00220,QP3 8LQ,0.36,False,2024-05-27 12:23:45,Pending,Letter
D00221,NE8 2YH,0.9,True,2025-04-08 13:00:53,Failed,Letter
D00222,PA8 3DB,0.72,True,2023-09-28 01:38:59,Failed,Medium Box
D00223,EM1 5ZA,0.23,False,2025-03-09 16:38:31,Pending,Small Box
D00224,KP6 2AP,0.03,False,2024-02-17 01:22:34,Pending,Small Box
D00225,NY5 9PQ,0.99,True,2024-08-14 09:29:07,Delivered,Large Box
D00226,KZ5 8CY,0.06,False,2024-11-01 02:49:50,Delivered,Large Box
D00227,CQ4 9TY,1.0,True,2024-12-10 05:17:31,Pending,Large Box
D00228,RX9 2LM,0.98,True,2023-01-23 18:53:09,Pending,Medium Box
D00229,WA2 8YA,0.34,False,2024-04-02 09:25:23,Delivered,Large Box
D00230,TM7 5KX,0.91,True,2023-05-04 22:57:48,Delivered,Small Box
D00231,YT7 0GG,0.35,False,2024-12-20 05:29:28,Pending,Medium Box
D00232,BB7 0FP,0.42,False,2025-03-02 11:27:09,Pending,Letter
D00233,NH8 0CV,0.48,False,2023-04-25 01:17:37,Failed,Letter
D00234,NM4 3BW,0.63,True,2024-04-05 02:03:45,Pending,Letter
D00235,JA6 4BF,0.54,True,2024-12-10 10:42:11,Pending,Large Box
D00236,GP8 7JM,0.29,False,2023-01-29 11:21:36,Failed,Letter
D00237,VG1 1FW,0.35,False,2023-07-28 23:02:40,Delivered,Medium Box
D00238,DA4 3QW,0.96,True,2024-07-01 02:41:14,Delivered,Small Box
D00239,BB2 9IP,0.84,True,2024-07-14 20:46:58,Pending,Large Box
D00240,IK3 9XY,0.59,True,2024-01-26 04:55:03,Pending,Letter
D00241,KH1 3SJ,0.8,True,2023-11-14 01:09:05,Pending,Letter
D00242,WL2 7GB,0.58,True,2024-04-01 05:55:28,Pending,Letter
D00243,GZ6 0ZI,0.93,True,2024-04-25 00:17:24,Pending,Small Box
D00244,RY9 0EZ,0.94,True,2024-12-24 02:37:30,Pending,Large Box
D00245,QD3 1PF,0.42,False,2023-03-06 22:01:07,Delivered,Medium Box
D00246,ED5 2GY,0.31,False,2025-04-08 01:15:38,Failed,Large Box
D00247,YX5 2UY,0.31,False,2024-09-04 04:52:40,Pending,Medium Box
D00248,SH4 5FB,0.08,False,2024-03-12 16:25:27,Pending,Medium Box
D00249,DN5 2DO,0.7,True,2023-04-07 18:38:43,Pending,Letter
D00250,GW3 2QG,0.47,False,2023-05-06 08:53:21,Failed,Small Box
D00251,MV8 8JX,0.21,False,2023-05-26 21:01:00,Pending,Letter
D00252,JB7 0ZK,0.34,False,2024-07-26 08:09:58,Delivered,Letter
D00253,BD8 1DX,0.54,True,2023-08-04 16:54:27,Failed,Medium Box
D00254,OA6 4US,0.3,False,2023-05-15 13:29:12,Delivered,Letter
D00255,RQ1 3XI,0.26,False,2023-01-06 20:33:54,Failed,Large Box
D00256,EN6 3UH,0.94,True,2023-04-25 18:16:39,Pending,Letter
D00257,KV7 2FM,0.1,False,2023-07-10 06:36:31,Delivered,Medium Box
D00258,GG6 3XP,0.05,False,2023-11-12 13:36:38,Failed,Medium Box
D00259,TU6 6XZ,0.3,False,2024-07-17 06:15:28,Delivered,Small Box
D00260,ZJ8 0SD,0.79,True,2024-10-04 05:51:27,Pending,Medium Box
D00261,TO1 5XB,0.4,False,2023-07-12 14:24:31,Pending,Small Box
D00262,YR7 3CE,0.66,True,2024-09-08 13:36:56,Delivered,Medium Box
D00263,GE9 4QT,0.21,False,2024-12-20 11:33:14,Pending,Medium Box
D00264,MW1 9EP,0.04,False,2023-01-25 14:46:53,Pending,Small Box
D00265,NC3 4HQ,0.96,True,2024-06-10 10:26:49,Delivered,Small Box
D00266,NQ9 8GP,0.06,False,2024-09-01 06:20:44,Failed,Small Box
D00267,QH6 5EG,0.11,False,2023-01-02 04:12:13,Delivered,Medium Box
D00268,EZ5 1JM,0.42,False,2023-02-06 19:38:57,Pending,Small Box
D00269,FZ5 3BU,0.17,False,2024-06-05 17:56:21,Failed,Medium Box
D00270,HI6 2KM,0.53,True,2023-09-27 09:58:00,Delivered,Small Box
D00271,VE1 7WT,0.43,False,2025-03-16 18:58:23,Delivered,Small Box
D00272,IR1 0KX,0.32,False,2024-08-22 01:39:44,Delivered,Medium Box
D00273,DD8 4IJ,0.61,True,2023-03-14 22:51:59,Pending,Letter
D00274,WZ1 0ZY,0.0,False,2024-09-09 11:53:18,Failed,Letter
D00275,PJ6 6VC,0.51,True,2024-01-15 23:41:54,Failed,Letter
D00276,PL9 3OH,0.44,False,2024-07-28 15:43:52,Delivered,Medium Box
D00277,GP3 8OK,0.79,True,2025-01-03 13:17:12,Delivered,Letter
D00278,FU5 6OY,0.09,False,2023-08-06 23:58:11,Failed,Medium Box
D00279,KM5 9KV,0.74,True,2025-05-05 03:07:35,Pending,Large Box
D00280,OV3 9TE,0.12,False,2024-05-27 08:30:51,Failed,Small Box
D00281,HT1 4SO,0.36,False,2023-06-07 21:47:56,Failed,Medium Box
D00282,FY6 7ZI,0.09,False,2025-02-05 20:02:04,Failed,Letter
D00283,AN9 6NT,0.22,False,2024-05-23 16:26:13,Pending,Large Box
D00284,BO6 9KM,0.23,False,2025-02-15 00:54:00,Delivered,Letter
D00285,EM7 0MF,0.19,False,2024-11-13 23:14:55,Pending,Large Box
D00286,VY2 7UV,0.5,True,2023-12-04 01:05:14,Failed,Letter
D00287,RC1 8YU,0.43,False,2023-04-09 19:29:01,Pending,Letter
D00288,RC3 9TZ,0.36,False,2024-02-16 07:01:25,Failed,Small Box
D00289,TB8 0CJ,0.21,False,2024-06-18 08:33:42,Failed,Large Box
D00290,EE3 2GJ,0.63,True,2024-05-28 21:06:33,Pending,Letter
D00291,GB9 0KS,0.64,True,2023-04-02 16:11:32,Failed,Large Box
D00292,YO4 0LV,0.09,False,2023-01-06 03:15:25,Delivered,Medium Box
D00293,PM5 0MI,0.29,False,2023-05-19 02:26:50,Delivered,Large Box
D00294,MK4 1AB,0.75,True,2023-12-02 13:05:28,Pending,Medium Box
D00295,LF2 6QQ,0.86,True,2024-03-02 10:44:04,Pending,Letter
D00296,PZ4 6LY,0.38,False,2023-01-20 09:55:27,Delivered,Large Box
D00297,MB8 0TK,0.98,True,2023-04-17 17:47:22,Failed,Large Box
D00298,UG7 4VF,0.01,False,2023-06-07 15:18:27,Delivered,Large Box
D00299,AZ1 3RV,0.17,False,2023-01-04 02:49:08,Delivered,Letter
D00300,EF2 5CF,0.11,False,2025-04-09 04:44:49,Delivered,Medium Box
D00301,NJ6 1OZ,0.91,True,2025-05-06 12:51:26,Pending,Large Box
D00302,FZ4 5CX,0.18,False,2024-12-01 10:09:57,Failed,Medium Box
D00303,DN7 7AP,0.61,True,2023-05-09 17:05:36,Failed,Medium Box
D00304,IA9 4CD,0.25,False,2024-04-24 10:32:52,Failed,Medium Box
D00305,VK4 9CN,0.75,True,2024-01-02 21:45:43,Delivered,Medium Box
D00306,BD4 8CK,0.29,False,2023-01-01 16:15:25,Delivered,Letter
D00307,ND1 7MU,0.23,False,2024-01-02 23:28:47,Pending,Small Box
D00308,AT3 6MT,0.42,False,2023-08-06 13:29:01,Delivered,Medium Box
D00309,CB4 1ZP,0.01,False,2024-04-26 12:48:03,Delivered,Large Box
D00310,RD6 4WZ,0.35,False,2024-12-25 02:46:50,Failed,Large Box
D00311,AR9 6KO,0.38,False,2023-03-21 14:32:23,Failed,Medium Box
D00312,EJ8 5FP,0.49,False,2024-01-02 14:23:26,Failed,Small Box
D00313,ET2 8XO,0.26,False,2024-09-02 00:53:21,Failed,Medium Box
D00314,PP6 1AM,0.18,False,2023-12-30 03:39:55,Pending,Large Box
D00315,OE7 1XO,0.72,True,2023-07-27 23:43:06,Pending,Medium Box
D00316,OW8 2YF,0.82,True,2025-04-23 00:35:34,Delivered,Medium Box
D00317,JY3 0PM,0.06,False,2024-03-21 16:43:02,Pending,Large Box
D00318,SP5 3UX,0.25,False,2023-02-10 05:22:14,Pending,Small Box
D00319,HH6 2ZW,0.33,False,2024-10-18 16:32:30,Delivered,Small Box
D00320,SQ4 8VO,0.44,False,2023-03-25 21:30:48,Delivered,Large Box
D00321,CB5 8XY,0.24,False,2023-07-05 22:11:38,Pending,Small Box
D00322,YG4 3KW,0.42,False,2024-03-17 22:14:20,Pending,Large Box
D00323,PE8 7YO,0.61,True,2024-09-07 09:06:38,Delivered,Letter
D00324,YV7 2PT,0.49,False,2023-08-09 22:00:20,Delivered,Letter
D00325,CJ4 3FT,0.75,True,2023-04-12 06:11:55,Pending,Small Box
D00326,PR3 8IG,0.66,True,2023-06-12 21:53:16,Failed,Large Box
D00327,ZI8 3RX,0.23,False,2023-01-31 06:48:40,Failed,Small Box
D00328,GJ8 4HR,0.39,False,2023-06-15 17:34:09,Delivered,Medium Box
D00329,ZC9 5QA,0.29,False,2024-09-12 21:41:18,Failed,Large Box
D00330,KV4 2II,0.3,False,2024-01-21 20:57:35,Failed,Medium Box
D00331,ER8 4VN,0.41,False,2024-11-20 04:16:05,Pending,Letter
D00332,CW2 5ZE,0.85,True,2025-04-03 19:38:29,Pending,Large Box
D00333,IL2 4CW,0.7,True,2023-11-09 03:41:54,Delivered,Letter
D00334,RD8 7ND,0.8,True,2024-11-04 09:40:59,Failed,Small Box
D00335,XG2 2OD,0.48,False,2023-11-28 04:28:47,Pending,Medium Box
D00336,SF3 4LA,0.48,False,2024-04-26 06:13:41,Pending,Letter
D00337,AQ8 1FL,0.96,True,2025-05-09 09:41:54,Failed,Medium Box
D00338,AD6 2HT,0.88,True,2023-08-30 13:38:47,Delivered,Letter
D00339,IS5 5OL,0.49,False,2023-03-03 12:52:44,Delivered,Letter
D00340,GX3 8RJ,0.99,True,2023-09-12 02:17:29,Delivered,Medium Box
D00341,CZ2 7QO,0.83,True,2024-02-20 23:41:18,Delivered,Letter
D00342,FE5 8GT,0.42,False,2023-11-13 10:56:46,Delivered,Small Box
